  0.0202   0.7845   0.2067   0.9738   0.0072   0.9912   0.0015   0.9968   0.0108   0.9853   0.2566   0.7325   0.0668   0.9291   0.4869   0.5172   0.9952   0.0062   1.0000   0.0000   0.9531   0.9695   0.0787   0.0619   0.9524   0.0187   0.1357   0.4972   0.4625   0.7024   0.5175   0.5521
  0.0201   0.7719   0.2203   0.9738   0.0072   0.9912   0.0000   0.9969   0.0092   0.9886   0.2638   0.7248   0.0588   0.9354   0.4924   0.5138   0.9952   0.0062   1.0000   0.0000   0.9530   0.9755   0.0679   0.0632   0.9513   0.0175   0.0952   0.5097   0.4508   0.7570   0.5179   0.4322
  0.0201   0.7719   0.2203   0.9738   0.0072   0.9912   0.0000   0.9969   0.0092   0.9886   0.2638   0.7248   0.0588   0.9354   0.4924   0.5138   0.9952   0.0062   1.0000   0.0000   0.9530   0.9755   0.0679   0.0632   0.9513   0.0175   0.0952   0.5097   0.4508   0.7570   0.5179   0.4500
  0.0201   0.7754   0.2166   0.9738   0.0072   0.9912   0.0000   0.9969   0.0092   0.9888   0.2620   0.7283   0.0604   0.9337   0.4904   0.5145   0.9952   0.0062   1.0000   0.0000   0.9530   0.9731   0.0710   0.0620   0.9513   0.0175   0.1145   0.5000   0.4574   0.7317   0.5175   0.4553
  0.0202   0.7833   0.2092   0.9738   0.0086   0.9912   0.0015   0.9968   0.0126   0.9836   0.2537   0.7353   0.0668   0.9291   0.4869   0.5165   0.9952   0.0074   1.0000   0.0000   0.9531   0.9696   0.0770   0.0619   0.9524   0.0187   0.1417   0.5000   0.4559   0.6941   0.5130   0.4440
  0.0189   0.7957   0.1980   0.9738   0.0086   0.9898   0.0030   0.9968   0.0176   0.9703   0.2362   0.7540   0.0730   0.9229   0.4826   0.5198   0.9952   0.0086   1.0000   0.0000   0.9531   0.9695   0.0787   0.0596   0.9522   0.0200   0.1607   0.5455   0.4115   0.6744   0.5126   0.4820
  0.0189   0.8117   0.1842   0.9738   0.0087   0.9868   0.0061   0.9967   0.0289   0.9513   0.2107   0.7837   0.0821   0.9138   0.4776   0.5253   0.9940   0.0087   1.0000   0.0000   0.9533   0.9695   0.0783   0.0572   0.9543   0.0213   0.1726   0.6373   0.3144   0.6601   0.5122   0.3264
  0.0189   0.8270   0.1696   0.9738   0.0087   0.9456   0.0508   0.9984   0.0474   0.9334   0.1755   0.8207   0.0897   0.9049   0.4711   0.5294   0.9903   0.0099   1.0000   0.0000   0.9550   0.9707   0.0750   0.0536   0.9551   0.0228   0.1749   0.7091   0.2254   0.6508   0.5077   0.4897
  0.0189   0.8422   0.1547   0.9738   0.0087   0.0590   0.9367   0.9983   0.0711   0.9134   0.1388   0.8536   0.1047   0.8950   0.4667   0.5357   0.9891   0.0124   1.0000   0.0000   0.9552   0.9742   0.0715   0.0511   0.9548   0.0244   0.1734   0.7308   0.2006   0.6443   0.5036   0.3393
  0.0177   0.8586   0.1400   0.9738   0.0117   0.0063   0.9838   0.9983   0.0955   0.8923   0.1085   0.8712   0.1290   0.8866   0.4593   0.5399   0.9878   0.0138   1.0000   0.0000   0.9555   0.9766   0.0666   0.0475   0.9554   0.0272   0.1743   0.7321   0.2011   0.6379   0.5068   0.4496
  0.0177   0.8723   0.1276   0.9738   0.0063   0.0087   0.9867   0.9966   0.1205   0.8703   0.0871   0.3566   0.6683   0.8740   0.4548   0.5456   0.9841   0.0188   1.0000   0.0011   0.9557   0.9778   0.0616   0.0449   0.9562   0.0302   0.1729   0.7328   0.2023   0.6343   0.5161   0.4494
  0.0164   0.8851   0.1152   0.9738   0.0032   0.0117   0.9866   0.9966   0.1412   0.8514   0.0763   0.1118   0.9614   0.8409   0.4509   0.5486   0.9803   0.0239   1.0000   0.0011   0.9547   0.9825   0.0579   0.0413   0.9555   0.0322   0.1689   0.7348   0.2006   0.6306   0.5241   0.5267
  0.0164   0.8964   0.1066   0.9749   0.0032   0.0147   0.9851   0.9949   0.1534   0.8358   0.1677   0.0270   0.8692   0.9300   0.4477   0.5522   0.9740   0.0303   1.0000   0.0011   0.9657   0.9802   0.0529   0.0400   0.9548   0.0381   0.1649   0.7418   0.2023   0.6194   0.5511   0.4435
  0.0164   0.9065   0.0968   0.9749   0.0032   0.0207   0.9805   0.9933   0.1652   0.8251   0.1418   0.4696   0.4677   0.9396   0.4444   0.5552   0.9640   0.0406   0.9989   0.0011   0.9791   0.9672   0.0411   0.0426   0.9529   0.0416   0.1589   0.7424   0.1994   0.6006   0.5851   0.4367
  0.0152   0.9154   0.0893   0.9736   0.0032   0.0555   0.9396   0.9835   0.1735   0.8165   0.1414   0.8433   0.0618   0.9429   0.4435   0.5569   0.9526   0.0524   0.9989   0.0022   0.9815   0.9644   0.0226   0.0583   0.9520   0.0454   0.1572   0.7487   0.1919   0.5360   0.6812   0.4631
